sentence_id,sentence,context,topic,label,#positive,#negative,sentence_internal_id,val,test
590,"And this is the next thing we want to talk about is that your body is still developing you're, much more likely to impair your mental development to impair your decision making process used to alcohol use while you are young than later in your life when your brain, your body has four more fully developed","You allow free reign to help free reign of alcohol to young people, especially people that don't have the life experience and the mental development to understand how to drink responsibly you're more likely to have these people become alcoholics in their life  And this is the next thing we want to talk about is that your body is still developing you're, much more likely to impair your mental development to impair your decision making process used to alcohol use while you are young  than later in your life when your brain, your body has four more fully developed",We should lower the drinking age,1,3,0,392,FALSE,TRUE
591,"Secondly, we think that the anti social behavioral disorders are more adaptable than typical criminal law","If I, you know, fear that I'm going to be penalized for it, I think that robbery would be much more common if it wasn't a crime like whites with even you know, smaller offenses that presumably purring even less benefit to the individual person, there is a significant deterrent created by a potential looming ali penalty that is to say that you know, I might really like sitting out on my porch in playing music off my gramophone, mildly, but I'm way less likely to do it if there's actually like a criminal penalty for doing so so we think that laws like this create a significant capacity for people to say I'm not going to do that because there's like this ridiculous fighter this ridiculous penalty that might be levied against me if I do so  Secondly, we think that the anti social behavioral disorders are more adaptable than typical criminal law  ",We should abolish anti-social behavior orders,1,3,0,1105,FALSE,TRUE
592,"That is that the age of majority isn't often not designed in such a way that it is like by each team, you will be mature enough to do a lot of these things","The first of which is that the specific standard the government sets, the age of majority is back in the reason for this is at the age of majority, the rights afforded to you like voting and things like that driving and what not often lead to particular forms of development and of maturity itself  That is that the age of majority isn't often not designed in such a way that it is like by each team, you will be mature enough to do a lot of these things  ",We should lower the drinking age,0,0,3,344,TRUE,FALSE
593,"The reason for this is that not a whole because renewable energies are at this moment, not very profitable and it's not something that investors are looking to you really invested in the status quo","What the comparative in this round is we think that in the status quo often times different types of renewable energy resources in a free and open market compete for investments  The reason for this is that not a whole because renewable energies are at this moment, not very profitable and it's not something that investors are looking to you really invested in the status quo  ",We should further exploit wind power,1,2,1,1019,FALSE,TRUE
594,"And this is equally someone thought I think also the problem is that even if it's harmful to you may have to show that it's so harmful to yourself or others that it is worth the band at the point that we refused to ban cigarettes, which can literally cause cancer, both yourself and innocent bystanders who happened in hell your smoke","So like wisdom, teeth, removal or braces that are often times really unnecessary for the majority of individuals, but often still get conducted on the individuals who don't need it and have massive potential for harm like literal nerve damage that prevents you from opening your mouth ever again, but somehow we accepted in society  And this is equally someone thought I think also the problem is that even if it's harmful to you may have to show that it's so harmful to yourself or others that it is worth the band at the point that  we refused to ban cigarettes, which can literally cause cancer, both yourself and innocent bystanders who happened in hell your smoke",We should ban cosmetic surgery,0,0,3,612,FALSE,TRUE
595,"We want to a lesser reliance on these and that's the best way to actually reduce our carbon footprint, and this creates a bit of a problem because when you keep exploiting what you already have you're essentially just conceding to being lazy and sheep and kind of stupid to be honest because you're not reinvesting in greentech, an infrastructure as you should be you're, just relying on the things that you already have access to as well","Why is this the case because one of the biggest reasons why we have such a big problem of climate change is the use of oil are a lot of like automobiles being used a lot of like factories and things like that that burn off count that burn off late and oil or gas and coal and things like that  We want to a lesser reliance on these and that's the best way to actually reduce our carbon footprint, and this creates a bit of a problem because when you keep exploiting what you already have you're essentially just conceding to  being lazy and sheep and kind of stupid to be honest because you're not reinvesting in greentech, an infrastructure as you should be you're, just relying on the things that you already have access to as well",We should further exploit unconventional oil,1,2,1,473,FALSE,TRUE
596,"So we think that because a person is defined by their preferences and their opinions that like this fundamentally is what makes me distinct from other people, your past self can be considered fundamentally distinct from your present self, your preferences in the basic thoughts and ideas that make up who you are change over time","And we think that principally, we should maintain people's capacity to represent those opinions anonymously, our third independent point and just briefly, but the way, and we think that because this is a fundamental right, this, how ways like the discursive arguments that gulf makes like these are very much like a like the discourse stuff is very much a drop in the bucket when compared to something like a fundamental right to free speech, our third independent point is the right to be forgotten  So we think that because a person is defined by their preferences and their opinions that like this fundamentally is what makes me distinct from other people, your past self can be considered fundamentally distinct from your present self, your preferences  in the basic thoughts and ideas that make up who you are change over time",We should ban anonymous posts,0,0,3,1402,FALSE,TRUE
597,"This is on days incredibly economically inefficient if I'm uncertain, if my business will lose power first off and less likely to adopt new technology or use other methods which use a lot of power, which would otherwise increase at my economic efficiency in, but secondly, I'm not going to move to an area if I could very well lose power for a day simply because I'd rather put energy towards the hospital than my business as such any area which further exploits when power at the expense of other renewable technologies will always lose economic efficiency, efficiency while providing very little to efforts to fight global warming","What this means is that relying on wind power could easily cause certain parts of town to lose power  This is on days incredibly economically inefficient if I'm uncertain, if my business will lose power first off and less likely to adopt new technology or use other methods which use a lot of power, which would otherwise increase at my  economic efficiency in, but secondly, I'm not going to move to an area if I could very well lose power for a day simply because I'd rather put energy towards the hospital than my business as such any area which further exploits when power at the expense of other renewable technologies will always lose economic efficiency, efficiency while providing very little to efforts to fight global warming",We should further exploit wind power,0,1,2,1007,FALSE,TRUE
598,"I am proud to oppose the motion that we should make physical education, mandatory in schools, our first independent point is that this is a violation of parental rights","  I am proud to oppose the motion that we should make physical education, mandatory in schools, our first independent point is that this is a violation of parental rights  ",Physical education should be mandatory,1,3,0,1236,FALSE,TRUE
599,"My second argument that restricted autonomy, although this policy seems to increase total autonomy, we think that will actually decrease it","Fourteen certainly is not ready inherent and frankly frequent to risk of sex being pregnancy means that we should not put children in a situation which is possible to have a child due to the actions that they take by banning it, we will decrease the total incidents of pregnancy to a great extent and allow individuals live a better quality of life into the long term  My second argument that restricted autonomy, although this policy seems to increase total autonomy, we think that will actually decrease it  ",We should lower the age of consent,1,2,1,1738,FALSE,TRUE
600,"You have to hire collaborators, you have to lease a workspace after if you're going to put all of that effort in and put yourself at so much risk, you also have to have some sort of guarantee or probable guaranteed that this is going to be profitable for you what will does is effectively makes it impossible for someone to make this risk worth it because the second at the start something in the market, someone else can pull it up, do it better make more money and essentially kick them out","You have to leave your other jobs  You have to hire collaborators, you have to lease a workspace after if you're going to put all of that effort in and put yourself at so much risk, you also have to have some sort of guarantee or probable guaranteed  that this is going to be profitable for you what will does is effectively makes it impossible for someone to make this risk worth it because the second at the start something in the market, someone else can pull it up, do it better make more money and essentially kick them out",We should abolish intellectual property rights,0,1,2,791,TRUE,FALSE
601,"This is a personal choice, and we think that it ought be left to individuals so there's no reason for the government to get involved now we'll talk about a third standard that I want to deal with real quick","We think that we can also trust them to decide if their kids ought to play football or not in terms of third party harms I just don't think that there are any harms to other groups because one set of individuals doesn't choose to exercise during primary school at the end of the day  This is a personal choice, and we think that it ought be left to individuals so there's no reason for the government to get involved now we'll talk about a third standard that I want to deal with real quick  ",Physical education should be mandatory,1,2,1,1280,TRUE,FALSE
602,And I think we already have mechanisms that we apply to other aspects,These are things that change over time  And I think we already have mechanisms that we apply to other aspects  ,We should abolish the United Nations Security Council veto power,0,0,3,1500,FALSE,TRUE
603,"Look, I I understand the sort of philosophical justifications that are given by government","When you privatize out the services you make life very, very difficult for people that don't have the means to deal with the private sector, I think that's a significant problem, and I think that it leads to a lot of suffering  Look, I I understand the sort of philosophical justifications that are given by government  ",We should adopt libertarianism,0,0,3,246,FALSE,TRUE
604,So the first thing that the previous speaker tells you is that the government has a responsibility to educate to six just like the government needs to educate its pupils on any other aspect,  So the first thing that the previous speaker tells you is that the government has a responsibility to educate to six just like the government needs to educate its pupils on any other aspect  ,Sex education should be mandatory,1,2,1,680,TRUE,FALSE
605,If you want to get an abortion as a woman it's probably not going to happen in a very convenient times,You may have to travel across state lines  If you want to get an abortion as a woman it's probably not going to happen in a very convenient times  ,We should ban partial birth abortions,0,0,3,4,FALSE,TRUE
606,"Secondly, and most importantly, animals cannot reciprocate, those rights, the only way that rights have power within society is one all of us choose to reciprocate those obligations on those rights on to those around us","And this allows me to make choices in the future based on not understanding animals don't have this ability in there for much of the value of rights go away  Secondly, and most importantly, animals cannot reciprocate, those rights, the only way that rights have power within society is one all of us choose to reciprocate those obligations on those rights on to those around us  ",Bullfighting should be banned,0,1,2,1090,FALSE,TRUE
607,I stand and firm opposition to the motion that we should adopt libertarianism,  I stand and firm opposition to the motion that we should adopt libertarianism  ,We should adopt libertarianism,0,0,3,261,FALSE,TRUE
608,"One overview before three reasons why we should not adopt libertarianism may overviews very simply that in any western over the market, see where this kind of debate would ever be possible, the alternatives, our liberty and democracy without adopting libertarianism, we can easily adopt a system work every individual gets a say in the government where there's not profound amounts of gerrymandering or abuse, and where there is ample amounts of government intervention and regulation in this speech, I'm going to show it","We would say that all that does is create a vacuum or the presently rich and powerful can decide literally every rule they want for themselves incredibly little government oversight  One overview before three reasons why we should not adopt libertarianism may overviews very simply that in any western over the market, see where this kind of debate would ever be possible, the alternatives, our liberty and democracy without adopting libertarianism,  we can easily adopt a system work every individual gets a say in the government where there's not profound amounts of gerrymandering or abuse, and where there is ample amounts of government intervention and regulation in this speech, I'm going to show it",We should adopt libertarianism,0,0,3,264,FALSE,TRUE
609,"But when there's a drug prohibition against the action when you're worried about getting caught doing it, regardless of who's around you are secondary of clash is about how it's most democratic because as usual says a lot of the time these kinds of rules, and these kind of acts are determined by the surrounding society","And we think this changes the way that people think because a lot of the time it's a lot easier to lie to yourself and say, well, I'm just going to do it more carefully, this time more I'm, just not going to get caught or all stay around a certain group of people even in riyadh, even if in reality that's very unlikely to be true  But when there's a drug prohibition against the action when you're worried about getting caught doing it, regardless of who's around you are secondary of clash is about how it's most democratic because as usual says a lot of the time  these kinds of rules, and these kind of acts are determined by the surrounding society",We should abolish anti-social behavior orders,0,1,2,1122,FALSE,TRUE
610,"Okay, so recognize that alternate methods of oil are the least clean ways of extracting oil going to things like sands and using fracking aren't, both incredibly difficult in the status quo, which means the method of extraction, both requires the use of energy in order to extract a higher rate than other types of energy extraction, but also have the most impact on local ecology","We think that in the status quo, there are many avenues, clean energy, better being developed in other opportunities that we can unconventional oil simply crowds out and that we think is unnecessary so we're gonna talk about too many things were gonna talk about why unconventional oil simply bad for the environment and why that matters more than anything else and then I'm gonna talk about alternative methods of getting energy in one of those preferable  Okay, so recognize that alternate methods of oil are the least clean ways of extracting oil going to things like sands and using fracking aren't, both incredibly difficult in the status quo, which means the method of extraction, both requires the  use of energy in order to extract a higher rate than other types of energy extraction, but also have the most impact on local ecology",We should further exploit unconventional oil,1,2,1,449,FALSE,TRUE
611,"Why isn't a zero sum game, a money is fungible any money that I've invested into these forms of energy can be reinvested into green energy, given that it's important technology","We think it's a terrible idea so that's the first argument then on green energy, so they say, look, we have to develop this technology at some point because we're going to run out of gas to which they themselves realize the obvious responses green energy, but they say it's not a zero sum game  Why isn't a zero sum game, a money is fungible any money that I've invested into these forms of energy can be reinvested into green energy, given that it's important technology  ",We should further exploit unconventional oil,0,1,2,445,FALSE,TRUE
612,I don't really think that this is necessarily a comparative between whether we should act weight,"And the reason we shouldn't further exploit when power is because on the comparative it's, not really all that great of a form of energy  I don't really think that this is necessarily a comparative between whether we should act weight  ",We should further exploit wind power,0,0,3,1035,FALSE,TRUE
613,Why is such that we have the social benefits of government regulation and control that we need to solve pro found the problematic like the actual problems,"One overview before three reasons why we should not adopt libertarianism may overviews very simply that in any western over the market, see where this kind of debate would ever be possible, the alternatives, our liberty and democracy without adopting libertarianism, we can easily adopt a system work every individual gets a say in the government where there's not profound amounts of gerrymandering or abuse, and where there is ample amounts of government intervention and regulation in this speech, I'm going to show it  Why is such that we have the social benefits of government regulation and control that we need to solve pro found the problematic like the actual problems  ",We should adopt libertarianism,0,0,3,265,FALSE,TRUE
614,And we think that that kind of thing should not be banned in so far as women will still have to do things like be attractive for men on both sides of the house,"I think that people who participate in beauty pageants very rarely do it just because they are vain, rather, they do it because they know they are physically attractive and that they stand a lot to gain from the activity in a capitalistic sense  And we think that that kind of thing should not be banned in so far as women will still have to do things like be attractive for men on both sides of the house  ",We should ban beauty contests,1,2,1,891,FALSE,TRUE
615,We think that there are two better alternatives in regards to renewable energy sources that we should exploit instead of wind power given the fund abilities and the limits of spending in the status quo,We simply don't think that wind power is the type of technology that will allow that to be the case  We think that there are two better alternatives in regards to renewable energy sources that we should exploit instead of wind power given the fund abilities and the limits of spending in the status quo  ,We should further exploit wind power,1,3,0,1024,FALSE,TRUE
616,"The question then becomes is this bad sex education, worse than no sex education","I think the problem  The question then becomes is this bad sex education, worse than no sex education  ",Sex education should be mandatory,0,0,3,707,FALSE,TRUE
617,So given that that's the case we're gonna talk about two reasons why you should not ban cosmetic surgery,"And we simply do not think that cosmetic surgery is perpetuate, or if these issues rather a by product of these issues and in attempts to ban cosmetic surgery to solve these issues is only a band aid solution on issues of body dysmorphia and body image issues that exist and other sorts of beauty standard issues that exist in our country that aren't going to be solved by this action  So given that that's the case we're gonna talk about two reasons why you should not ban cosmetic surgery  ",We should ban cosmetic surgery,0,0,3,554,FALSE,TRUE
618,We have three arguments for our side for why fraternity should be allowed to continue and exist at universities,  We have three arguments for our side for why fraternity should be allowed to continue and exist at universities  ,We should ban fraternities,0,1,2,1220,FALSE,TRUE
619,The other thing that a higher agents and sent us is that it makes people increases the amount of time before someone is likely to become sexually active because there are repercussions to their sexual acts and therefore gives more time for them to learn about things such as safe sex and stds,"We think the worst scenarios in which older individuals are likely to abuse these younger individuals or take advantage of the fact that there is such pressure on younger individuals to be sexually active to be sexually involved, we think that you make it more likely that these instances don't occurred, which older people can pray on younger individuals and do so without any sort of repercussions we don't think that people should be taken advantage of simply because of the pressure that exist in our modern society to have sex and we think that having a higher age of consent makes it less likely that these things are going to occur  The other thing that a higher agents and sent us is that it makes people increases the amount of time before someone is likely to become sexually active because there are repercussions to their sexual acts and therefore gives more time  for them to learn about things such as safe sex and stds",We should lower the age of consent,1,2,1,1728,FALSE,TRUE
620,"I think the problem with a lot of putting danny says is that he talks about why this might reinforcer propagate a system of sexual lies ation of women, etcetera, but he does not explain why it is inherent to that system","But I think that the fundamental thing that we're going to talk about is why adults ought be able to consent and participate in these kinds of activities as a brief overview  I think the problem with a lot of putting danny says is that he talks about why this might reinforcer propagate a system of sexual lies ation of women, etcetera, but he does not explain why it is inherent to that  system",We should ban beauty contests,0,0,3,887,FALSE,TRUE
621,"So parents will actually take their kids to these kinds of shady areas, even if they don't go themselves, but also now you actually get the kind of risks that sam keeps talking about regarding how likely you are to get hurt afterwards or like experience about side effects, our third arguments about why it's not unique government has to show how this is different from doing things like wearing make up for having chicken cutlets in your prompt were using waist trainers all they're doing is forcing people to repetitive processes","So what happens now is that you have younger children going out and getting cosmetic surgery, recognize that oftentimes parents will want their kids to perform in beauty pageants, or there are like racial stereotypes, individuals want to avoid like model of surgeries  So parents will actually take their kids to these kinds of shady areas, even if they don't go themselves, but also now you actually get the kind of risks that sam keeps talking about regarding how likely you are to get  hurt afterwards or like experience about side effects, our third arguments about why it's not unique government has to show how this is different from doing things like wearing make up for having chicken cutlets in your prompt were using waist trainers all they're doing is forcing people to repetitive processes",We should ban cosmetic surgery,0,0,3,619,FALSE,TRUE
622,"Yes on this, we think this creates more tension also leads the pitting of countries one against the other at the point that the US can blame any country that to first china's opinion for not letting their proposal through those countries are more likely to get targeted meaning that this kind of tension is antithetical more so than anything else to the u n's purpose are secondary of clash, has to do with why these countries have earned their right to veto and what if we take it away the impacts are much worse","We think that it's just much more likely that now they're going to go to swing votes or go to individual leaders of countries and say that if you want or support in other matters, if you want just not undermine you in other global trade agreements for global affairs, you are not going to vote  Yes on this, we think this creates more tension also leads the pitting of countries one against the other at the point that the US can blame any country that to first china's opinion for not letting their proposal through those  countries are more likely to get targeted meaning that this kind of tension is antithetical more so than anything else to the u n's purpose are secondary of clash, has to do with why these countries have earned their right to veto and what if we take it away the impacts are much worse",We should abolish the United Nations Security Council veto power,1,2,1,1543,FALSE,TRUE
623,"So first, we think that there's a general right to bodily autonomy in that people should have the right to do as they please but their own bodies on","And we think that at that point that there is a, you know, a significant reason to to value the our actual rights claims the couple forts to fetuses but let's even to see that they do do you feel that pain, I think you do have to wait this then against the harms that are inflicted upon the mother in the situations  So first, we think that there's a general right to bodily autonomy in that people should have the right to do as they please but their own bodies on  ",We should ban partial birth abortions,1,2,1,19,FALSE,TRUE
624,"I p because you can just take the I p from others and re packaging rebranded what this means on mass is that you're going to have less market innovation in this house, real world implications in the tech world in the health industry, intellectual property is incredibly important key sectors, and usually the sectors that are driving global growth and global innovation","And I for yourself in order to create valuable  I p because you can just take the I p from others and re packaging rebranded what this means on mass is that you're going to have less market innovation in this house, real world implications in the tech world in  the health industry, intellectual property is incredibly important key sectors, and usually the sectors that are driving global growth and global innovation",We should abolish intellectual property rights,1,3,0,741,FALSE,TRUE
625,We think things like facial features are also often just like in skin tone,"I also just think that oftentimes it can be used to celebrate different kinds of attractiveness, certainly maybe not body type  We think things like facial features are also often just like in skin tone  ",We should ban beauty contests,0,0,3,899,FALSE,TRUE
626,They don't know enough about the world to do it on their own,"Yeah, shouldn't have this over arching control over everybody's lives that people should be able to make their does only scission for their own lives on the basis that day and not the state understands what will make them happy on the problem with this, of course it for kids anyway, is that they're not informed enough to make those decisions  They don't know enough about the world to do it on their own  ",Physical education should be mandatory,0,0,3,1243,TRUE,FALSE
627,"This is very important because alcohol is proven to mess up your brain, a lot of ways to stunt its ability to grow to kill to kill aspects of it and that's a really big problem, because when they're there for when you allow people to take alcohol, a young age you're, essentially allowing them to poison their development, which is obviously not something that we should walk this second thing though, is that due to will do to the increase lack of maturity, that's more likely to be present in younger people there's more of a likelihood that you're going to experience the worst aspects of alcohol","Twenty one certainly by age eighteen people are still learning people are still growing as are their brains  This is very important because alcohol is proven to mess up your brain, a lot of ways to stunt its ability to grow to kill to kill aspects of it and that's a really big problem, because when they're there for  when you allow people to take alcohol, a young age you're, essentially allowing them to poison their development, which is obviously not something that we should walk this second thing though, is that due to will do to the increase lack of maturity, that's more likely to be present in younger people there's more of a likelihood that you're going to experience the worst aspects of alcohol",We should lower the drinking age,1,3,0,331,FALSE,TRUE
628,"Our third and final independent point is that when power has limited, use from a geographic perspective, it has to be somewhere where there actually is a significant and I'll of wind enough to justify the construction of these fairly expensive apparatuses as a result than we think that this is largely technology","And as a result, the entire economy stagnates to a large extent  Our third and final independent point is that when power has limited, use from a geographic perspective, it has to be somewhere where there actually is a significant and I'll of wind enough to justify the construction of these fairly expensive  apparatuses as a result than we think that this is largely technology",We should further exploit wind power,0,1,2,997,FALSE,TRUE
629,So we're gonna talk about the broad benefits of having a higher age of consent,We think that this is a debate about generally whether it is preferable to a higher age of consent wearing lower age of consent  So we're gonna talk about the broad benefits of having a higher age of consent  ,We should lower the age of consent,0,1,2,1720,FALSE,TRUE
630,"Some countries are more closely aligned with china, so they see an advantage in china becoming more hegemonic","So we shouldn't disband AC on our last argument is about peace in the region recognize that there are many potential sources of conflict within the southeast asia region  Some countries are more closely aligned with china, so they see an advantage in china becoming more hegemonic  ",We should disband ASEAN,0,0,3,1617,FALSE,TRUE
631,"It allows them to work together towards a common goal of independence, and it reassures the independence of every member state from international oppression and dependence on one country for trade","We think that by working together, the AC on countries can ensure that they are a large enough economic block to prevent these major international powers what the strictly come in and push them around from dominating the region in other words, ishi on makes all of these countries that together are strong and able to resist imperialist aggression or trade policy and would all individually not be that powerful  It allows them to work together towards a common goal of independence, and it reassures the independence of every member state from international oppression and dependence on one country for trade  ",We should disband ASEAN,1,3,0,1607,FALSE,TRUE
632,The united states has pushed its ideas and pushed its policy on the world at large states have adopted strong anti drug policies as a result of the united states influence and now it's been pushed into the rule of law in those states and been determined to be the societal good as I discussed in my overview,First off on an international implications  The united states has pushed its ideas and pushed its policy on the world at large states have adopted strong anti drug policies as a result of the united states influence and now it's been pushed into the rule of law  in those states and been determined to be the societal good as I discussed in my overview,We should legalize cannabis,0,0,3,185,FALSE,TRUE
633,"So we think that ultimately, this will reduce the prevalence of these anti social behaviors in society by introducing clear consequences for them","In other words, you can force people to internalize the cost of the damage that they do to others by using these orders  So we think that ultimately, this will reduce the prevalence of these anti social behaviors in society by introducing clear consequences for them  ",We should abolish anti-social behavior orders,1,2,1,1166,FALSE,TRUE
634,"So first wise development, the most important good, if you think about the quality of life in AC on countries, obviously it varies people in malaysia, for instance, have like a middle income quality of life people in vietnam are much poorer, but we think it overall everyone in all of these countries could still benefit from more development","Our second argument is about why we think that fundamentally ishan increases development and that's the highest good in this round  So first wise development, the most important good, if you think about the quality of life in AC on countries, obviously it varies people in malaysia, for instance, have like a middle income quality of life people in vietnam are much  poorer, but we think it overall everyone in all of these countries could still benefit from more development",We should disband ASEAN,0,0,3,1609,FALSE,TRUE
635,"But if we invest in research and development people drive costs down, except no, it wouldn't go unless them has plans to develop some new way to create more wind at greater speeds, artificially around the globe, which will which by the way will be also disastrous for the entire global climate","The fact of the matter is that being clean and renewable are indeed very important treats, but they come seconds to fizz ability and sustainability wind farms simply don't have and will never probably have the capacity to create enough energy to satisfy civilizations ever growing need for more of it why because the wind isn't and will never be as strong as a steam that that runs on fuel or on nuclear energy, we would have to get the entire oceans and mountains and forests crammed full of wind farms at huge huge cost free to maybe be somehow enough, but then to says op  But if we invest in research and development people drive costs down, except no, it wouldn't go unless them has plans to develop some new way to create more wind at greater speeds, artificially around the globe, which will which by  the way will be also disastrous for the entire global climate",We should further exploit wind power,0,1,2,957,FALSE,TRUE
636,"And we think that at that point that there is a, you know, a significant reason to to value the our actual rights claims the couple forts to fetuses but let's even to see that they do do you feel that pain, I think you do have to wait this then against the harms that are inflicted upon the mother in the situations","The nervous system is it very well developed and isn't necessarily even mass active until birth basically on  And we think that at that point that there is a, you know, a significant reason to to value the our actual rights claims the couple forts to fetuses but let's even to see that they do do you feel that  pain, I think you do have to wait this then against the harms that are inflicted upon the mother in the situations",We should ban partial birth abortions,0,0,3,18,FALSE,TRUE
637,"And the age of consent is created to protect against it older men and women will always be more experience and be able to leverage emotional power against the younger people, they're sleeping with combine this oftentimes with financial power","There is a power just bounce between ages, but that isn't created by the age of consent, rather that existed before hand  And the age of consent is created to protect against it older men and women will always be more experience and be able to leverage emotional power against the younger people, they're sleeping with combine this oftentimes with financial power  ",We should lower the age of consent,1,2,1,1713,FALSE,TRUE
638,"We think this puts entire communities of individuals in a lot of danger like real names, linked to the private information of people which increases the amount of issues both with security and private well being that occur proud to oppose","If women how to align their real name would be so much easier to google them and find them and stalk them in reality  We think this puts entire communities of individuals in a lot of danger like real names, linked to the private information of people which increases the amount of issues both with security and private well being that occur proud to oppose  ",We should ban anonymous posts,1,2,1,1355,FALSE,TRUE
639,"These two inevitable economic destruction, such as this in two thousand eight novel abuses by the powerful and a system, which is essentially a vacuum where other powerful actors can take the reins to the harm of all society for this reason, we should not adopt libertarianism","And we think that the doctor libertarianism is just giving the power to the individuals who must be policed overall things  These two inevitable economic destruction, such as this in two thousand eight novel abuses by the powerful and a system, which is essentially a vacuum where other powerful actors can take the reins to the harm of all society for this  reason, we should not adopt libertarianism",We should adopt libertarianism,0,1,2,278,FALSE,TRUE
640,"Now in case of fairness, we simply don't think that it matters so much and will himself doesn't really bother to explain why fairness matters more than power","In fact, we believe that this is exactly what the veto was meant for just like any other mechanism off checks and balance in order to make sure that bodies that hold unlimited amount of power wouldn't be able to make certain it's too easily  Now in case of fairness, we simply don't think that it matters so much and will himself doesn't really bother to explain why fairness matters more than power  ",We should abolish the United Nations Security Council veto power,0,0,3,1518,FALSE,TRUE
641,We think it's unfair that you restrict that choice and trying to find solutions to issues and solutions to a patriarchal system,"We want to help society by changing standards of beauty by restricting the choice that women are able to make we think that the way that women are oppressed is alternately one in that their choices restricted in which their agency is restricted that's the larger social problems, and we think that banning something like a beauty contest in which women as adult women who have the ability to make decisions on equal like an equal capacity to anyone else  We think it's unfair that you restrict that choice and trying to find solutions to issues and solutions to a patriarchal system  ",We should ban beauty contests,1,2,1,862,FALSE,TRUE
642,"You don't want to describe bird migration patterns are you don't wanna, kill birds, eating do anything wrong you're like putting wind turbines in the middle of where they're flying that's","So it can disrupt like bird migration patterns, and it can kill birds that's, like a widely documented thing and that's not good because birds are important  You don't want to describe bird migration patterns are you don't wanna, kill birds, eating do anything wrong you're like putting wind turbines in the middle of where they're flying that's  ",We should further exploit wind power,0,1,2,1043,FALSE,TRUE
643,"Yet these limitations are sets in a manner that is relatively conservative, it like just in order to make sure that whoever violates then still doesn't drive too fast","But in most cases, like the police will even turn a blind eye to mild violations  Yet these limitations are sets in a manner that is relatively conservative, it like just in order to make sure that whoever violates then still doesn't drive too fast  ",We should lower the drinking age,0,0,3,324,TRUE,FALSE
644,So what they do on their side is further entrench the norm that the very wealthy are much more attractive than the rest of us now because they're the only ones with access to the surgery server these reasons we think that you should not ban cosmetic surgery,So we think that the rich who can afford to travel will still have access but middle class or working class people who might have been able to save up for this type of procedure if it were available to them in britain or america or wherever they live are now going to have no access  So what they do on their side is further entrench the norm that the very wealthy are much more attractive than the rest of us now because they're the only ones with access to the surgery server these reasons we think  that you should not ban cosmetic surgery,We should ban cosmetic surgery,0,0,3,503,FALSE,TRUE
645,"I think it's articulated in many other ways, such as you know, through television shows and movies it's articulated through our political system in the discourse associated with it, I don't think you need beauty pageants for there to be sexist norms of the world","So we think at the point where government is confusing the chicken and the egg, I don't think you get rid of sexism by getting rid of beauty pageants  I think it's articulated in many other ways, such as you know, through television shows and movies it's articulated through our political system in the discourse associated with it, I don't think you need beauty pageants for there to be sexist  norms of the world",We should ban beauty contests,0,0,3,936,TRUE,FALSE
646,All of these things are very different than age sixteen is a very different important gap of these two years,"And I think that this creates a problem and not the relationship itself cannot hot cannot be based on like healthy consent given that there is such a prominent age gap, and I think that the age gap between age sixteen and eighteen is a particularly pourtant one because once you turn eighteen, you are essentially now a legal adult you're likely leaving your home you're going to college, you could you're either going to college you're, getting a full time job  All of these things are very different than age sixteen is a very different important gap of these two years  ",We should lower the age of consent,0,0,3,1663,TRUE,FALSE
647,"And our final point is about boxing a serious concern in many online communities is that people will release the real identities of anonymous posters when you ban anonymous posting effectively, you docks everyone suddenly all of the posts made previously by anonymous users are going to be attached to a name, even if the person made them under the impression that those posted remain anonymous and moral for anyone who was a free to being docks will now be unable to make similar posts in the future, whether they be closeted or politically subversive because now effectively, everyone is stocks","So this makes the law look impotent and foolish when you're not able to enforce the rules that you've set up and ultimately hurts the legitimacy of the law in the eyes of the people since many people will work around this in the same way that things like banning drug use and then not being able to enforce the ban make a bold look foolish, an arbitrary to many citizens  And our final point is about boxing a serious concern in many online communities is that people will release the real identities of anonymous posters when you ban anonymous posting effectively, you docks everyone suddenly all of the posts made previously  by anonymous users are going to be attached to a name, even if the person made them under the impression that those posted remain anonymous and moral for anyone who was a free to being docks will now be unable to make similar posts in the future, whether they be closeted or politically subversive because now effectively, everyone is stocks",We should ban anonymous posts,1,2,1,1336,FALSE,TRUE
